type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2022-03-22 12:38:06,12.84517278,77.66060515,4,856.813,,0.940,266,34,48,,
T,2022-03-22 12:38:07,12.84516862,77.66059598,4,856.688,,0.580,266,34,48,,
T,2022-03-22 12:38:08,12.84516533,77.66058757,4,856.937,,0.810,253,33,48,,
T,2022-03-22 12:38:09,12.84516130,77.66057748,4,856.932,,0.910,252,33,49,,
T,2022-03-22 12:38:10,12.84515775,77.66056698,4,856.929,,0.900,253,33,48,,
T,2022-03-22 12:38:11,12.84515348,77.66055913,4,856.878,,0.000,,33,49,,
T,2022-03-22 12:38:12,12.84514888,77.66054783,4,856.265,,1.490,252,34,49,,
T,2022-03-22 12:38:13,12.84514432,77.66053464,4,856.739,,1.020,251,33,49,,
T,2022-03-22 12:38:14,12.84514035,77.66052462,4,856.484,,1.010,252,33,49,,
T,2022-03-22 12:38:15,12.84513615,77.66051489,4,855.852,,1.000,252,33,49,,
T,2022-03-22 12:38:16,12.84513449,77.66051091,4,855.519,,0.000,,32,49,,
T,2022-03-22 12:38:17,12.84513493,77.66051027,4,855.658,,0.000,,32,49,,
T,2022-03-22 12:38:18,12.84513252,77.66049843,4,855.339,,1.710,253,31,49,,
T,2022-03-22 12:38:19,12.84513000,77.66048454,4,856.272,,1.000,260,30,49,,
T,2022-03-22 12:38:20,12.84512791,77.66047218,4,855.824,,1.370,258,30,49,,
T,2022-03-22 12:38:21,12.84512522,77.66046116,4,855.560,,0.920,259,30,48,,
T,2022-03-22 12:38:22,12.84512479,77.66045509,4,855.947,,0.300,260,31,48,,
T,2022-03-22 12:38:23,12.84512592,77.66045004,4,855.508,,0.420,260,28,47,,
T,2022-03-22 12:38:24,12.84512967,77.66044307,4,855.375,,0.710,260,28,47,,
T,2022-03-22 12:38:25,12.84513840,77.66043417,4,855.004,,1.360,326,32,49,,
T,2022-03-22 12:38:26,12.84514364,77.66042679,4,855.173,,0.510,326,33,49,,
T,2022-03-22 12:38:27,12.84514222,77.66041999,4,855.516,,0.720,326,35,49,,
T,2022-03-22 12:38:28,12.84513570,77.66041290,4,855.947,,0.850,326,35,49,,
T,2022-03-22 12:38:29,12.84512160,77.66040525,4,855.140,,1.490,326,35,49,,
T,2022-03-22 12:38:30,12.84511169,77.66040005,4,855.169,,0.420,326,36,49,,
T,2022-03-22 12:38:31,12.84510510,77.66039393,4,855.364,,0.960,248,36,49,,
T,2022-03-22 12:38:32,12.84509983,77.66038603,4,856.511,,0.710,248,36,49,,
T,2022-03-22 12:38:33,12.84509692,77.66037904,4,857.137,,0.650,249,35,49,,
T,2022-03-22 12:38:34,12.84509279,77.66037048,4,857.667,,0.640,248,35,49,,
T,2022-03-22 12:38:35,12.84508912,77.66036117,4,857.159,,0.720,248,37,49,,
T,2022-03-22 12:38:36,12.84508461,77.66034864,4,857.302,,1.390,250,37,49,,
T,2022-03-22 12:38:37,12.84507918,77.66033572,4,856.854,,1.030,250,37,49,,
T,2022-03-22 12:38:38,12.84507268,77.66032336,4,856.893,,1.020,250,37,49,,
T,2022-03-22 12:38:39,12.84506409,77.66030991,4,856.879,,0.000,,36,49,,
T,2022-03-22 12:38:40,12.84505907,77.66030030,4,856.653,,0.790,250,36,49,,
T,2022-03-22 12:38:41,12.84505395,77.66028873,4,855.969,,0.910,250,34,49,,
T,2022-03-22 12:38:42,12.84504821,77.66027826,4,855.156,,0.920,250,34,49,,
T,2022-03-22 12:38:43,12.84504180,77.66026475,4,855.100,,1.570,247,33,49,,
T,2022-03-22 12:38:44,12.84503268,77.66025283,4,854.701,,1.150,205,31,49,,
T,2022-03-22 12:38:45,12.84502411,77.66024662,4,855.185,,0.740,204,32,49,,
T,2022-03-22 12:38:46,12.84501702,77.66024548,4,855.403,,0.660,204,33,49,,
T,2022-03-22 12:38:47,12.84500886,77.66024616,4,855.348,,0.750,204,37,49,,
T,2022-03-22 12:38:48,12.84500026,77.66024619,4,855.827,,0.710,204,37,49,,
T,2022-03-22 12:38:49,12.84499185,77.66024688,4,856.371,,0.710,204,37,49,,
T,2022-03-22 12:38:50,12.84498179,77.66024764,4,856.868,,0.830,204,37,49,,
T,2022-03-22 12:38:51,12.84497319,77.66024704,4,857.568,,0.490,204,37,49,,
T,2022-03-22 12:38:52,12.84496581,77.66024642,4,857.891,,0.570,204,37,49,,
T,2022-03-22 12:38:53,12.84495659,77.66024666,4,857.737,,0.670,204,36,48,,
T,2022-03-22 12:38:54,12.84494695,77.66024813,4,858.379,,0.710,204,36,48,,
T,2022-03-22 12:38:55,12.84493761,77.66025045,4,858.843,,0.700,204,37,48,,
T,2022-03-22 12:38:56,12.84492811,77.66025337,4,858.966,,0.850,204,37,48,,
T,2022-03-22 12:38:57,12.84491897,77.66025473,4,858.482,,0.510,204,37,48,,
T,2022-03-22 12:38:58,12.84491026,77.66025500,4,857.432,,0.560,204,38,48,,
T,2022-03-22 12:38:59,12.84490026,77.66025610,4,857.238,,0.700,204,38,48,,
T,2022-03-22 12:39:00,12.84489146,77.66025753,4,857.874,,0.420,204,38,48,,
T,2022-03-22 12:39:01,12.84488456,77.66026084,4,857.526,,0.520,139,38,48,,
T,2022-03-22 12:39:02,12.84487722,77.66026473,4,857.455,,0.650,139,38,48,,
T,2022-03-22 12:39:03,12.84486816,77.66026760,4,857.782,,0.660,140,38,48,,
T,2022-03-22 12:39:04,12.84485856,77.66026972,4,857.696,,0.770,140,38,48,,
T,2022-03-22 12:39:05,12.84484822,77.66027248,4,858.504,,0.670,140,36,48,,
T,2022-03-22 12:39:06,12.84483891,77.66027488,4,858.887,,0.660,140,35,48,,
T,2022-03-22 12:39:07,12.84482869,77.66027577,4,858.913,,0.540,140,33,48,,
T,2022-03-22 12:39:08,12.84481894,77.66027454,4,859.142,,0.540,141,36,48,,
T,2022-03-22 12:39:09,12.84480708,77.66027203,4,859.410,,0.810,141,37,48,,
T,2022-03-22 12:39:10,12.84479296,77.66027001,4,859.397,,0.820,141,37,48,,
T,2022-03-22 12:39:11,12.84477982,77.66026809,4,860.299,,0.750,141,38,48,,
T,2022-03-22 12:39:12,12.84476633,77.66026655,4,860.468,,0.870,177,38,48,,
T,2022-03-22 12:39:13,12.84475327,77.66026504,4,859.814,,0.800,177,38,48,,
T,2022-03-22 12:39:14,12.84474198,77.66026480,4,860.037,,0.560,176,39,48,,
T,2022-03-22 12:39:15,12.84473062,77.66026531,4,859.199,,0.780,176,39,48,,
T,2022-03-22 12:39:16,12.84472013,77.66026637,4,859.008,,0.600,176,39,48,,
T,2022-03-22 12:39:17,12.84471051,77.66026822,4,858.932,,0.670,176,39,48,,
T,2022-03-22 12:39:18,12.84469948,77.66026982,4,858.885,,0.700,176,39,48,,
T,2022-03-22 12:39:19,12.84468865,77.66027107,4,858.176,,0.840,176,39,48,,
T,2022-03-22 12:39:20,12.84467805,77.66027182,4,857.758,,0.730,176,38,48,,
T,2022-03-22 12:39:21,12.84466705,77.66027209,4,857.741,,0.860,176,37,48,,
T,2022-03-22 12:39:22,12.84465741,77.66027318,4,857.709,,0.560,176,37,47,,
T,2022-03-22 12:39:23,12.84464693,77.66027619,4,857.199,,0.790,176,37,47,,
T,2022-03-22 12:39:24,12.84463572,77.66027975,4,857.413,,0.670,176,37,47,,
T,2022-03-22 12:39:25,12.84462612,77.66028196,4,857.284,,0.610,176,37,47,,
T,2022-03-22 12:39:26,12.84461803,77.66028328,4,856.551,,0.400,176,37,47,,
T,2022-03-22 12:39:27,12.84460920,77.66028376,4,856.904,,0.510,176,37,47,,
T,2022-03-22 12:39:28,12.84459852,77.66028313,4,857.321,,0.820,200,37,47,,
T,2022-03-22 12:39:29,12.84458697,77.66028251,4,857.289,,0.820,199,35,47,,
T,2022-03-22 12:39:30,12.84457660,77.66028245,4,858.008,,0.750,199,34,47,,
T,2022-03-22 12:39:31,12.84456691,77.66028372,4,857.862,,0.800,199,34,47,,
T,2022-03-22 12:39:32,12.84455794,77.66028617,4,857.802,,0.700,199,34,47,,
T,2022-03-22 12:39:33,12.84454923,77.66028818,4,857.677,,0.740,199,34,47,,
T,2022-03-22 12:39:34,12.84454043,77.66029021,4,857.744,,0.780,199,33,47,,
T,2022-03-22 12:39:35,12.84453159,77.66029229,4,857.688,,0.760,199,33,47,,
T,2022-03-22 12:39:36,12.84452068,77.66029326,4,857.550,,0.950,199,33,47,,
T,2022-03-22 12:39:37,12.84450885,77.66029436,4,858.255,,0.620,199,29,47,,
T,2022-03-22 12:39:38,12.84449697,77.66029568,4,857.662,,0.810,199,32,47,,
T,2022-03-22 12:39:39,12.84448282,77.66029478,4,857.842,,0.790,199,33,47,,
T,2022-03-22 12:39:40,12.84446916,77.66029329,4,857.845,,0.960,199,34,47,,
T,2022-03-22 12:39:41,12.84445772,77.66029241,4,857.821,,0.680,199,33,46,,
T,2022-03-22 12:39:42,12.84444844,77.66029059,4,857.252,,0.640,199,33,46,,
T,2022-03-22 12:39:43,12.84443972,77.66028940,4,856.692,,0.710,199,34,47,,
T,2022-03-22 12:39:44,12.84442882,77.66028932,4,855.873,,1.140,174,33,47,,
T,2022-03-22 12:39:45,12.84441614,77.66029079,4,856.423,,1.100,175,33,47,,
T,2022-03-22 12:39:46,12.84440418,77.66029359,4,855.426,,1.030,174,31,47,,
T,2022-03-22 12:39:47,12.84439281,77.66029566,4,854.780,,0.870,183,31,47,,
T,2022-03-22 12:39:48,12.84438139,77.66029723,4,854.419,,0.850,183,31,47,,
T,2022-03-22 12:39:49,12.84436980,77.66029883,4,854.928,,0.570,183,32,47,,
T,2022-03-22 12:39:50,12.84435985,77.66030036,4,854.741,,0.690,177,33,47,,
T,2022-03-22 12:39:51,12.84434897,77.66030307,4,854.419,,0.840,177,32,47,,
T,2022-03-22 12:39:52,12.84433613,77.66030696,4,854.359,,1.240,177,32,47,,
T,2022-03-22 12:39:53,12.84432345,77.66031020,4,854.616,,0.950,179,32,47,,
T,2022-03-22 12:39:54,12.84431292,77.66031197,4,854.410,,0.900,180,32,47,,
T,2022-03-22 12:39:55,12.84430322,77.66031319,4,854.444,,0.780,180,32,47,,
T,2022-03-22 12:39:56,12.84429311,77.66031671,4,856.071,,0.680,179,32,47,,
T,2022-03-22 12:39:57,12.84428262,77.66031930,4,856.689,,0.710,179,33,47,,
T,2022-03-22 12:39:58,12.84427048,77.66032128,4,855.561,,1.140,179,33,47,,
T,2022-03-22 12:39:59,12.84425923,77.66032295,4,855.817,,0.840,179,33,47,,
T,2022-03-22 12:40:00,12.84424854,77.66032422,4,855.399,,0.920,179,33,47,,
T,2022-03-22 12:40:01,12.84423863,77.66032551,4,855.360,,0.670,179,33,47,,
T,2022-03-22 12:40:02,12.84422894,77.66032598,4,854.878,,0.880,179,33,47,,
T,2022-03-22 12:40:03,12.84421863,77.66032598,4,854.677,,0.770,179,32,47,,
T,2022-03-22 12:40:04,12.84420921,77.66032550,4,854.736,,0.750,179,31,47,,
T,2022-03-22 12:40:05,12.84419932,77.66032407,4,854.494,,0.910,206,32,47,,
T,2022-03-22 12:40:06,12.84418919,77.66032234,4,853.696,,0.770,206,32,47,,
T,2022-03-22 12:40:07,12.84418220,77.66032173,4,853.622,,0.000,,32,47,,
T,2022-03-22 12:40:08,12.84417732,77.66032210,4,853.125,,0.480,206,32,47,,
T,2022-03-22 12:40:09,12.84417384,77.66032159,4,853.469,,0.000,,32,47,,
T,2022-03-22 12:40:10,12.84416264,77.66032268,4,853.003,,1.710,175,32,47,,
T,2022-03-22 12:40:11,12.84415138,77.66032377,4,853.390,,0.730,177,31,47,,
T,2022-03-22 12:40:12,12.84414382,77.66032459,4,852.980,,0.840,177,31,47,,
T,2022-03-22 12:40:13,12.84413862,77.66032621,4,852.768,,0.310,177,31,47,,
T,2022-03-22 12:40:14,12.84413487,77.66032902,4,852.758,,0.400,177,31,47,,
T,2022-03-22 12:40:15,12.84412718,77.66033075,4,852.769,,0.880,177,31,47,,
T,2022-03-22 12:40:16,12.84411654,77.66033201,4,853.041,,0.920,177,31,47,,
T,2022-03-22 12:40:17,12.84410610,77.66033136,4,851.576,,0.750,176,32,47,,
T,2022-03-22 12:40:18,12.84409751,77.66033083,4,851.822,,0.560,177,32,47,,
T,2022-03-22 12:40:19,12.84408921,77.66033076,4,852.221,,0.640,176,33,47,,
T,2022-03-22 12:40:20,12.84408048,77.66033130,4,852.369,,0.620,176,33,47,,
T,2022-03-22 12:40:21,12.84407190,77.66033325,4,852.115,,0.500,176,33,47,,
T,2022-03-22 12:40:22,12.84406200,77.66033588,4,852.479,,0.890,176,33,47,,
T,2022-03-22 12:40:23,12.84405132,77.66033753,4,851.774,,0.700,176,32,47,,
T,2022-03-22 12:40:24,12.84404141,77.66033957,4,852.135,,0.660,176,31,46,,
T,2022-03-22 12:40:25,12.84403120,77.66034146,4,852.138,,0.730,176,31,46,,
T,2022-03-22 12:40:26,12.84402157,77.66034300,4,851.786,,0.710,175,30,47,,
T,2022-03-22 12:40:27,12.84401244,77.66034506,4,852.163,,0.540,174,32,47,,
T,2022-03-22 12:40:28,12.84400334,77.66034723,4,851.699,,0.540,174,33,47,,
T,2022-03-22 12:40:29,12.84399387,77.66034889,4,851.857,,0.670,174,33,47,,
T,2022-03-22 12:40:30,12.84398241,77.66035024,4,852.110,,0.860,174,33,47,,
T,2022-03-22 12:40:31,12.84397102,77.66035138,4,851.609,,0.740,174,33,47,,
T,2022-03-22 12:40:32,12.84396163,77.66035435,4,852.296,,0.530,174,33,47,,
T,2022-03-22 12:40:33,12.84395227,77.66035677,4,852.077,,0.740,174,32,47,,
T,2022-03-22 12:40:34,12.84394321,77.66036222,4,852.551,,0.000,,32,47,,
T,2022-03-22 12:40:35,12.84393586,77.66036269,4,852.316,,0.760,196,31,47,,
T,2022-03-22 12:40:36,12.84392738,77.66036230,4,852.882,,0.340,196,32,47,,
T,2022-03-22 12:40:37,12.84392062,77.66036142,4,852.787,,0.330,195,32,47,,
T,2022-03-22 12:40:38,12.84391156,77.66035920,4,852.654,,0.830,195,32,47,,
T,2022-03-22 12:40:39,12.84389956,77.66035761,4,853.347,,0.650,195,32,47,,
T,2022-03-22 12:40:40,12.84388777,77.66035746,4,853.903,,0.490,195,32,47,,
T,2022-03-22 12:40:41,12.84387665,77.66035922,4,854.595,,0.700,195,35,47,,
T,2022-03-22 12:40:42,12.84386485,77.66036291,4,855.796,,0.650,194,35,47,,
T,2022-03-22 12:40:43,12.84385159,77.66036714,4,855.228,,0.750,194,35,47,,
T,2022-03-22 12:40:44,12.84383821,77.66036951,4,855.309,,0.610,194,35,47,,
T,2022-03-22 12:40:45,12.84382290,77.66036976,4,855.060,,0.910,194,35,47,,
T,2022-03-22 12:40:46,12.84380846,77.66037028,4,856.648,,0.750,194,35,47,,
T,2022-03-22 12:40:47,12.84379159,77.66036907,4,856.704,,1.480,186,34,47,,
T,2022-03-22 12:40:48,12.84377580,77.66036731,4,856.736,,0.850,194,33,46,,
T,2022-03-22 12:40:49,12.84376271,77.66036542,4,857.219,,1.080,187,33,46,,
T,2022-03-22 12:40:50,12.84375297,77.66036312,4,857.250,,0.420,194,33,46,,
T,2022-03-22 12:40:51,12.84374482,77.66036116,4,856.872,,0.440,194,32,47,,
T,2022-03-22 12:40:52,12.84373773,77.66035941,4,856.992,,0.370,194,34,47,,
T,2022-03-22 12:40:53,12.84372961,77.66035851,4,856.755,,0.640,194,33,47,,
T,2022-03-22 12:40:54,12.84371975,77.66035659,4,857.193,,0.720,194,33,47,,
T,2022-03-22 12:40:55,12.84370704,77.66035400,4,857.156,,0.700,194,33,47,,
T,2022-03-22 12:40:56,12.84369470,77.66035208,4,858.763,,0.710,193,34,47,,
T,2022-03-22 12:40:57,12.84368522,77.66035306,4,858.730,,0.330,193,34,47,,
T,2022-03-22 12:40:58,12.84367604,77.66035553,4,859.022,,0.500,193,34,47,,
T,2022-03-22 12:40:59,12.84366551,77.66035868,4,859.567,,0.650,193,34,48,,
T,2022-03-22 12:41:00,12.84365440,77.66036242,4,860.862,,0.510,193,36,48,,
T,2022-03-22 12:41:01,12.84364330,77.66036565,4,860.915,,0.820,176,36,48,,
T,2022-03-22 12:41:02,12.84363116,77.66036875,4,860.642,,0.800,175,36,48,,
T,2022-03-22 12:41:03,12.84362186,77.66037246,4,860.254,,0.450,193,36,48,,
T,2022-03-22 12:41:04,12.84361304,77.66037647,4,860.016,,0.810,162,36,48,,
T,2022-03-22 12:41:05,12.84360416,77.66038047,4,859.884,,0.490,193,36,48,,
T,2022-03-22 12:41:06,12.84359509,77.66038224,4,859.740,,0.490,193,36,48,,
T,2022-03-22 12:41:07,12.84358485,77.66038419,4,859.183,,0.670,173,36,48,,
T,2022-03-22 12:41:08,12.84357320,77.66038540,4,859.579,,0.590,173,36,48,,
T,2022-03-22 12:41:09,12.84356397,77.66038737,4,858.921,,0.410,138,36,48,,
T,2022-03-22 12:41:10,12.84355660,77.66038867,4,857.894,,0.330,138,36,48,,
T,2022-03-22 12:41:11,12.84354781,77.66038958,4,857.587,,0.760,138,35,48,,
T,2022-03-22 12:41:12,12.84353767,77.66039079,4,857.386,,0.780,164,34,48,,
T,2022-03-22 12:41:13,12.84352690,77.66039290,4,857.390,,0.940,164,35,48,,
T,2022-03-22 12:41:14,12.84351556,77.66039592,4,858.003,,0.980,164,35,48,,
T,2022-03-22 12:41:15,12.84350456,77.66039932,4,858.080,,0.920,164,35,48,,
T,2022-03-22 12:41:16,12.84348903,77.66039994,4,858.471,,1.860,186,35,48,,
T,2022-03-22 12:41:17,12.84346486,77.66039946,4,857.997,,2.680,184,36,48,,
T,2022-03-22 12:41:18,12.84343873,77.66040112,4,857.128,,2.300,178,36,48,,
T,2022-03-22 12:41:19,12.84341557,77.66040802,4,857.676,,2.350,155,36,48,,
T,2022-03-22 12:41:20,12.84339734,77.66041509,4,857.340,,1.560,163,36,48,,
T,2022-03-22 12:41:21,12.84338520,77.66041975,4,857.896,,0.870,163,36,48,,
T,2022-03-22 12:41:22,12.84337367,77.66042233,4,858.391,,1.260,174,36,48,,
T,2022-03-22 12:41:23,12.84335941,77.66042349,4,858.423,,1.280,183,35,48,,
T,2022-03-22 12:41:24,12.84334506,77.66042516,4,858.966,,1.260,178,34,48,,
T,2022-03-22 12:41:25,12.84333239,77.66042613,4,859.251,,1.030,175,33,48,,
T,2022-03-22 12:41:26,12.84331995,77.66042688,4,859.260,,1.170,175,32,48,,
T,2022-03-22 12:41:27,12.84330765,77.66042732,4,858.741,,1.050,185,32,48,,
T,2022-03-22 12:41:28,12.84329604,77.66042758,4,858.437,,0.910,185,32,47,,
T,2022-03-22 12:41:29,12.84328483,77.66042760,4,857.926,,0.850,185,32,47,,
T,2022-03-22 12:41:30,12.84327488,77.66042723,4,858.008,,0.810,188,32,47,,
T,2022-03-22 12:41:31,12.84326394,77.66042705,4,857.564,,0.940,188,32,48,,
T,2022-03-22 12:41:32,12.84325206,77.66042606,4,857.452,,1.050,188,33,48,,
T,2022-03-22 12:41:33,12.84324097,77.66042437,4,857.288,,0.790,188,33,48,,
T,2022-03-22 12:41:34,12.84323102,77.66042209,4,857.538,,0.740,188,33,48,,
T,2022-03-22 12:41:35,12.84322106,77.66041997,4,857.543,,0.860,188,32,48,,
T,2022-03-22 12:41:36,12.84321056,77.66041881,4,857.197,,0.910,188,32,48,,
T,2022-03-22 12:41:37,12.84319908,77.66041811,4,857.422,,1.090,180,32,48,,
T,2022-03-22 12:41:38,12.84318735,77.66041837,4,857.353,,1.030,174,32,48,,
T,2022-03-22 12:41:39,12.84317721,77.66041883,4,857.266,,0.800,188,32,48,,
T,2022-03-22 12:41:40,12.84316767,77.66042044,4,857.204,,0.950,188,32,48,,
T,2022-03-22 12:41:41,12.84315775,77.66042104,4,856.880,,1.000,185,32,48,,
T,2022-03-22 12:41:42,12.84314812,77.66042039,4,856.855,,0.990,185,31,48,,
T,2022-03-22 12:41:43,12.84313929,77.66041975,4,856.497,,0.810,185,30,48,,
T,2022-03-22 12:41:44,12.84312918,77.66041782,4,856.523,,1.190,185,29,47,,
T,2022-03-22 12:41:45,12.84311826,77.66041807,4,856.410,,1.120,168,27,47,,
T,2022-03-22 12:41:46,12.84310780,77.66041989,4,856.782,,0.970,168,27,47,,
T,2022-03-22 12:41:47,12.84309701,77.66042298,4,856.833,,1.180,168,27,47,,
T,2022-03-22 12:41:48,12.84308595,77.66042610,4,857.090,,1.120,168,27,47,,
T,2022-03-22 12:41:49,12.84307514,77.66042903,4,856.498,,1.120,168,27,47,,
T,2022-03-22 12:41:50,12.84306374,77.66043236,4,857.284,,1.170,173,27,47,,
T,2022-03-22 12:41:51,12.84305201,77.66043450,4,857.389,,1.060,173,27,47,,
T,2022-03-22 12:41:52,12.84304131,77.66043549,4,857.965,,1.010,181,26,47,,
T,2022-03-22 12:41:53,12.84303064,77.66043525,4,857.722,,1.020,181,25,47,,
T,2022-03-22 12:41:54,12.84301902,77.66043567,4,858.330,,1.160,175,25,47,,
T,2022-03-22 12:41:55,12.84300679,77.66043704,4,858.339,,1.090,174,26,47,,
T,2022-03-22 12:41:56,12.84299525,77.66043860,4,858.120,,1.090,175,26,46,,
T,2022-03-22 12:41:57,12.84298456,77.66044075,4,858.310,,1.010,175,26,46,,
T,2022-03-22 12:41:58,12.84297334,77.66044499,4,857.913,,1.220,175,25,46,,
T,2022-03-22 12:41:59,12.84296124,77.66044853,4,858.653,,1.150,175,24,46,,
T,2022-03-22 12:42:00,12.84295226,77.66045012,4,858.228,,0.460,175,24,45,,
T,2022-03-22 12:42:01,12.84294211,77.66045118,4,858.265,,1.220,168,26,46,,
T,2022-03-22 12:42:02,12.84292985,77.66045228,4,858.666,,1.020,168,26,46,,
T,2022-03-22 12:42:03,12.84291823,77.66045552,4,858.839,,1.300,165,26,46,,
T,2022-03-22 12:42:04,12.84290784,77.66045836,4,859.010,,0.860,165,26,46,,
T,2022-03-22 12:42:05,12.84289678,77.66046234,4,858.995,,1.460,162,25,45,,
T,2022-03-22 12:42:06,12.84288396,77.66046568,4,859.212,,1.250,163,26,46,,
T,2022-03-22 12:42:07,12.84287292,77.66046737,4,858.796,,1.080,170,25,46,,
T,2022-03-22 12:42:08,12.84286167,77.66046740,4,858.957,,1.190,177,25,45,,
T,2022-03-22 12:42:09,12.84285038,77.66046691,4,859.090,,1.050,176,25,46,,
T,2022-03-22 12:42:10,12.84283835,77.66046751,4,859.216,,1.280,176,25,45,,
T,2022-03-22 12:42:11,12.84282498,77.66046918,4,859.406,,1.360,171,25,45,,
T,2022-03-22 12:42:12,12.84281258,77.66047204,4,859.501,,1.130,167,25,45,,
T,2022-03-22 12:42:13,12.84280182,77.66047323,4,859.617,,0.960,167,26,45,,
T,2022-03-22 12:42:14,12.84279115,77.66047435,4,859.015,,1.180,172,26,45,,
T,2022-03-22 12:42:15,12.84277829,77.66047454,4,858.583,,1.270,172,26,45,,
T,2022-03-22 12:42:16,12.84276551,77.66047530,4,858.713,,1.130,173,26,45,,
T,2022-03-22 12:42:17,12.84275492,77.66047667,4,858.716,,0.900,173,25,46,,
T,2022-03-22 12:42:18,12.84274494,77.66047794,4,859.997,,1.020,173,27,45,,
T,2022-03-22 12:42:19,12.84273436,77.66047977,4,859.775,,1.030,173,27,46,,
T,2022-03-22 12:42:20,12.84272365,77.66048185,4,860.086,,1.030,173,26,46,,
T,2022-03-22 12:42:21,12.84271334,77.66048393,4,859.271,,0.920,173,26,45,,
T,2022-03-22 12:42:22,12.84270366,77.66048679,4,859.510,,0.910,173,27,45,,
T,2022-03-22 12:42:23,12.84269341,77.66049227,4,858.900,,1.270,154,28,45,,
T,2022-03-22 12:42:24,12.84268106,77.66049758,4,859.724,,1.330,165,27,46,,
T,2022-03-22 12:42:25,12.84266933,77.66050102,4,859.523,,0.960,173,27,46,,
T,2022-03-22 12:42:26,12.84265947,77.66050313,4,858.994,,0.730,173,26,46,,
T,2022-03-22 12:42:27,12.84264933,77.66050492,4,858.458,,1.140,176,26,46,,
T,2022-03-22 12:42:28,12.84263847,77.66050657,4,858.335,,0.820,173,28,46,,
T,2022-03-22 12:42:29,12.84262692,77.66050684,4,858.035,,1.170,190,29,46,,
T,2022-03-22 12:42:30,12.84261321,77.66050487,4,857.930,,1.340,191,29,45,,
T,2022-03-22 12:42:31,12.84260090,77.66050355,4,857.573,,0.970,180,29,45,,
T,2022-03-22 12:42:32,12.84258865,77.66050378,4,858.252,,1.290,182,29,45,,
T,2022-03-22 12:42:33,12.84257690,77.66050584,4,858.229,,0.950,180,30,45,,
T,2022-03-22 12:42:34,12.84256594,77.66050672,4,859.222,,1.160,180,30,45,,
T,2022-03-22 12:42:35,12.84255406,77.66050838,4,859.247,,1.160,170,31,45,,
T,2022-03-22 12:42:36,12.84254310,77.66050889,4,859.514,,0.960,171,31,45,,
T,2022-03-22 12:42:37,12.84253221,77.66051017,4,858.400,,0.910,170,31,45,,
T,2022-03-22 12:42:38,12.84252044,77.66051111,4,857.950,,0.940,170,31,45,,
T,2022-03-22 12:42:39,12.84250860,77.66051328,4,858.589,,1.080,170,31,45,,
T,2022-03-22 12:42:40,12.84249631,77.66051615,4,858.399,,1.070,170,31,45,,
T,2022-03-22 12:42:41,12.84248537,77.66051894,4,858.957,,0.900,170,31,45,,
T,2022-03-22 12:42:42,12.84247597,77.66052224,4,859.245,,0.810,170,31,45,,
T,2022-03-22 12:42:43,12.84246602,77.66052517,4,859.222,,0.900,170,31,45,,
T,2022-03-22 12:42:44,12.84245713,77.66052763,4,859.168,,0.670,170,30,45,,
T,2022-03-22 12:42:45,12.84244887,77.66052934,4,860.001,,0.710,170,30,45,,
T,2022-03-22 12:42:46,12.84243991,77.66053055,4,860.154,,0.740,170,29,45,,
T,2022-03-22 12:42:47,12.84242891,77.66053125,4,860.351,,1.180,177,29,45,,
T,2022-03-22 12:42:48,12.84241843,77.66053149,4,860.292,,0.760,176,28,45,,
T,2022-03-22 12:42:49,12.84240668,77.66053022,4,860.443,,1.320,177,28,45,,
T,2022-03-22 12:42:50,12.84239528,77.66052892,4,860.720,,0.920,159,28,45,,
T,2022-03-22 12:42:51,12.84238411,77.66052905,4,860.551,,1.220,159,28,45,,
T,2022-03-22 12:42:52,12.84237347,77.66052915,4,860.609,,0.970,187,28,45,,
T,2022-03-22 12:42:53,12.84236355,77.66053010,4,860.430,,0.940,186,28,45,,
T,2022-03-22 12:42:54,12.84235424,77.66053087,4,860.481,,0.830,186,28,45,,
T,2022-03-22 12:42:55,12.84234579,77.66053238,4,860.575,,0.830,186,28,45,,
T,2022-03-22 12:42:56,12.84233601,77.66053384,4,860.150,,0.910,186,28,45,,
T,2022-03-22 12:42:57,12.84232424,77.66053416,4,860.515,,1.130,178,28,45,,
T,2022-03-22 12:42:58,12.84231263,77.66053516,4,860.712,,1.030,177,28,45,,
T,2022-03-22 12:42:59,12.84229990,77.66053538,4,861.238,,1.400,181,28,45,,
T,2022-03-22 12:43:00,12.84228793,77.66053552,4,860.801,,0.920,174,28,45,,
T,2022-03-22 12:43:01,12.84227826,77.66053540,4,860.411,,0.920,180,28,45,,
T,2022-03-22 12:43:02,12.84226627,77.66053448,4,860.248,,1.340,178,29,45,,
T,2022-03-22 12:43:03,12.84225439,77.66053423,4,859.967,,0.990,176,29,45,,
T,2022-03-22 12:43:04,12.84224388,77.66053376,4,860.049,,0.860,176,29,45,,
T,2022-03-22 12:43:05,12.84223370,77.66053348,4,860.029,,0.910,175,29,45,,
